id,recipe_id,ingredient_group,ingredient_original_name,ingredient_normalized_name,ingredient_quantity,ingredient_unit
ING_000392,MR_221_02,utama,daging tetelan dan tulang,daging tetelan dan tulang,0.5,kilogram
ING_000393,MR_221_02,utama,anak pohon pisang bidji,batang pisang muda (bidji),1.0,batang
ING_000394,MR_221_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_000395,MR_221_02,bumbu,bawang putih,bawang putih,5.0,siung
ING_000396,MR_221_02,bumbu,lombok merah,cabai merah,3.0,buah
ING_000397,MR_221_02,bumbu,lombok rawit,cabai rawit,3.0,buah
ING_000398,MR_221_02,bumbu,laos,lengkuas,1.0,potong
ING_000399,MR_221_02,bumbu,garam,garam,1.0,sendok makan
ING_000400,MR_221_02,bumbu,djae,jahe,0.5,ruas jari
ING_000401,MR_221_02,bumbu,kentjur,kencur,0.5,ruas jari
ING_000402,MR_221_02,bumbu,kunir,kunyit,1.0,ruas jari
ING_000403,MR_221_02,bumbu,salam,daun salam,3.0,lembar
ING_000404,MR_221_02,bumbu,terasi,terasi,2.0,sendok teh
ING_000405,MR_222_01,bahan utama,daun belimbing setengah tua,daun belimbing setengah tua,1.0,mangkuk
ING_000406,MR_222_01,bumbu halus,bawang merah,bawang merah,10.0,buah
ING_000407,MR_222_01,bumbu halus,bawang putih,bawang putih,4.0,siung
ING_000408,MR_222_01,bumbu halus,lombok rawit,cabai rawit,20.0,buah
ING_000409,MR_222_01,bumbu halus,lada,lada,0.5,sendok teh
ING_000410,MR_222_01,bumbu halus,kemiri,kemiri,1.0,biji
ING_000411,MR_222_01,bumbu halus,kentjur,kencur,1.0,ruas jari
ING_000412,MR_222_01,bumbu halus,djae,jahe,1.0,ruas jari
ING_000413,MR_222_01,bumbu halus,garam,garam,1.0,sendok makan
ING_000414,MR_222_01,bumbu halus,terasi,terasi,1.0,sendok teh
ING_000415,MR_222_02,bahan utama,daun kelor,daun kelor,1.0,ikat
ING_000416,MR_222_02,bahan utama,minjak goreng,minyak goreng,3.0,sendok makan
ING_000417,MR_223_01,utama,kelapa 1/2 tua,kelapa setengah tua,0.5,butir
ING_000418,MR_223_01,bumbu,bawang merah,bawang merah,8.0,buah
ING_000419,MR_223_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_000420,MR_223_01,bumbu,lombok rawit,cabai rawit,4.0,buah
ING_000421,MR_223_01,bumbu,laos,lengkuas,0.25,potong
ING_000422,MR_223_01,bumbu,djae,jahe,0.5,rajang
ING_000423,MR_223_01,bumbu,kunjit,kunyit,0.5,rajang
ING_000424,MR_223_01,bumbu,kentjur,kencur,0.5,rajang
ING_000425,MR_223_01,bumbu,terasi,terasi,1.0,sendok teh
ING_000426,MR_223_01,bumbu,garam,garam,1.0,sendok makan
ING_000427,MR_223_01,bumbu,salam,daun salam,2.0,lembar
ING_000428,MR_223_02,utama,daun katjang pandjang,daun kacang panjang,5.0,ikat
ING_000429,MR_223_02,bumbu,air,air,3.0,gelas
ING_000430,MR_223_02,bumbu,bawang merah,bawang merah,8.0,buah
ING_000431,MR_223_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_000432,MR_223_02,bumbu,asam,asam,5.0,mata
ING_000433,MR_223_02,bumbu,kentjur,kencur,1.0,rajang
ING_000434,MR_223_02,bumbu,djae,jahe,1.0,rajang
ING_000435,MR_223_02,bumbu,sereh,serai,3.0,lembar
ING_000436,MR_223_02,bumbu,laos,lengkuas,0.5,rajang
ING_000437,MR_223_02,bumbu,lombok rawit,cabai rawit,4.0,buah
ING_000438,MR_223_02,bumbu,salam,daun salam,4.0,lembar
ING_000439,MR_223_02,bumbu,garam,garam,1.0,sendok makan
ING_000440,MR_224_01,utama,katjang pandjang,kacang panjang,2.0,ikat
ING_000441,MR_224_01,utama,rebung,rebung,1.0,batang
ING_000442,MR_224_01,utama,belondo,blondo,0.5,gelas
ING_000443,MR_224_01,utama,kelapa,kelapa,0.5,butir
ING_000444,MR_224_01,bumbu,bawang merah,bawang merah,6.0,buah
ING_000445,MR_224_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_000446,MR_224_01,bumbu,lombok,cabai,2.0,buah
ING_000447,MR_224_01,bumbu,kelapa,kelapa,0.5,butir
ING_000448,MR_224_01,bumbu,kunjit,kunyit,1.0,ruas jari
ING_000449,MR_224_01,bumbu,garam,garam,0.5,sendok makan
ING_000450,MR_224_01,bumbu,djeruk sambal,jeruk sambal,1.0,butir
ING_000451,MR_224_02,utama,kantjang pandjang,kacang panjang,2.0,ikat
ING_000452,MR_224_02,utama,daun katjang,daun kacang,2.0,ikat
ING_000453,MR_224_02,utama,taoge kedele,tauge kedelai,1.0,gelas
ING_000454,MR_224_02,utama,santan,santan,3.0,gelas
ING_000455,MR_224_02,utama,minjak goreng,minyak goreng,0.25,botol
ING_000456,MR_224_02,utama,taoge katjang hidjau,tauge kacang hijau,1.0,gelas
ING_000457,MR_224_02,utama,daun pakis,daun pakis,1.0,ikat
ING_000458,MR_224_02,utama,djantung pisang,jantung pisang,1.0,buah
ING_000459,MR_224_02,utama,nangka muda,nangka muda,1.0,potong
ING_000460,MR_224_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_000461,MR_224_02,bumbu,bawang putih,bawang putih,4.0,siung
ING_000462,MR_224_02,bumbu,lombok merah,cabai merah,2.0,buah
ING_000463,MR_224_02,bumbu,lada,lada,0.5,sendok teh
ING_000464,MR_224_02,bumbu,kunjit,kunyit,0.5,ruas jari
ING_000465,MR_224_02,bumbu,laos,lengkuas,0.25,potong
ING_000466,MR_224_02,bumbu,sereh,serai,2.0,helaian
ING_000467,MR_224_02,bumbu,salam,daun salam,3.0,helaian
ING_000468,MR_224_02,bumbu,terasi,terasi,0.5,sendok teh
ING_000469,MR_224_02,bumbu,garam,garam,1.0,sendok makan
ING_000470,MR_225_01,utama,roroban,roroban,1.0,liter
ING_000471,MR_225_01,utama,pepaja muda,pepaya muda,0.25,buah
ING_000472,MR_225_01,utama,batang anak pisang,batang anak pisang,1.0,batang
ING_000473,MR_225_01,utama,daun singkong,daun singkong,2.0,ikat
ING_000474,MR_225_01,utama,nangka muda,nangka muda,1.0,potong
ING_000475,MR_225_01,utama,kelapa,kelapa,0.25,butir
ING_000476,MR_225_01,bumbu,bawang merah,bawang merah,8.0,buah
ING_000477,MR_225_01,bumbu,bawang putih,bawang putih,4.0,siung
ING_000478,MR_225_01,bumbu,lombok rawit,cabai rawit,10.0,buah
ING_000479,MR_225_01,bumbu,terasi,terasi,0.5,sendok teh
ING_000480,MR_225_01,bumbu,kentjur,kencur,0.5,ruas sedang
ING_000481,MR_225_01,bumbu,kunjit,kunyit,1.0,ruas
ING_000482,MR_225_01,bumbu,djae,jahe,0.5,ruas
ING_000483,MR_225_01,bumbu,laos,lengkuas,1.0,potong
ING_000484,MR_225_01,bumbu,garam,garam,2.0,sendok makan
ING_000485,MR_226_01,utama,katjang pandjang,kacang panjang,2.0,ikat
ING_000486,MR_226_01,utama,kol putih,kol putih,10.0,lembar
ING_000487,MR_226_01,utama,ikan gabus,ikan gabus,2.0,ons
ING_000488,MR_226_01,utama,santan,santan,8.0,gelas
ING_000489,MR_226_01,bumbu,bawang merah,bawang merah,10.0,buah
ING_000490,MR_226_01,bumbu,bawang putih,bawang putih,4.0,siung
ING_000491,MR_226_01,bumbu,kemiri,kemiri,8.0,biji
ING_000492,MR_226_01,bumbu,belimbing wuluh,belimbing wuluh,8.0,biji
ING_000493,MR_226_01,bumbu,laos,lengkuas,1.0,potong
ING_000494,MR_226_01,bumbu,kunjit,kunyit,1.0,ruas
ING_000495,MR_226_01,bumbu,sereh,serai,1.0,batang
ING_000496,MR_226_01,bumbu,garam,garam,1.0,sendok makan
ING_000497,MR_226_01,bumbu,terasi,terasi,2.0,sendok teh
ING_000498,MR_227_01,utama,daun mengkudu,daun mengkudu,2.0,ikat
ING_000499,MR_227_01,utama,ikan kakap,ikan kakap,2.0,ekor
ING_000500,MR_227_01,utama,santan,santan,4.0,gelas
ING_000501,MR_227_01,utama,kelapa parut,kelapa parut,0.5,gelas
ING_000502,MR_227_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_000503,MR_227_01,bumbu,ketumbar,ketumbar,2.0,sendok teh
ING_000504,MR_227_01,bumbu,laos,lengkuas,1.0,ruas jari
ING_000505,MR_227_01,bumbu,kentjur,kencur,1.0,ruas jari
ING_000506,MR_227_01,bumbu,garam,garam,1.0,sendok makan
ING_000507,MR_227_02,utama,katjang hidjau,kacang hijau,0.5,kilogram
ING_000508,MR_227_02,utama,udang,udang,2.0,ons
ING_000509,MR_227_02,utama,kangkung,kangkung,3.0,ikat
ING_000510,MR_227_02,utama,santan,santan,3.0,gelas
ING_000511,MR_227_02,bumbu,bawang merah,bawang merah,4.0,buah
ING_000512,MR_227_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_000513,MR_227_02,bumbu,lombok merah,cabai merah,4.0,buah
ING_000514,MR_227_02,bumbu,kemiri,kemiri,4.0,biji
ING_000515,MR_227_02,bumbu,laos,lengkuas,1.0,potong
ING_000516,MR_227_02,bumbu,kunjit,kunyit,1.0,ruas jari
ING_000517,MR_227_02,bumbu,sereh,serai,1.0,batang
ING_000518,MR_227_02,bumbu,asam,asam,4.0,mata
ING_000519,MR_227_02,bumbu,gula merah,gula merah,0.5,sendok makan
ING_000520,MR_227_02,bumbu,garam,garam,1.0,sendok makan
ING_000521,MR_227_02,bumbu,terasi,terasi,1.0,sendok teh
ING_000522,MR_228_01,utama,tungkul,jantung pisang,1.0,buah
ING_000523,MR_228_01,utama,ubi kaju,ubi kayu,1.0,buah
ING_000524,MR_228_01,utama,kangkung,kangkung,2.0,ikat
ING_000525,MR_228_01,utama,ikan gabus,ikan gabus,1.0,ekor
ING_000526,MR_228_01,bumbu,bawang merah,bawang merah,6.0,buah
ING_000527,MR_228_01,bumbu,kemiri,kemiri,6.0,biji
ING_000528,MR_228_01,bumbu,laos,lengkuas,1.0,potong
ING_000529,MR_228_01,bumbu,garam,garam,2.0,sendok makan
ING_000530,MR_228_01,bumbu,kunjit,kunyit,1.0,ruas jari
ING_000531,MR_228_01,bumbu,terasi,terasi,1.0,sendok teh
ING_000532,MR_228_02,utama,labu kuning,labu kuning,0.25,buah
ING_000533,MR_228_02,utama,kelapa,kelapa,0.5,butir
ING_000534,MR_228_02,bumbu,bawang merah,bawang merah,5.0,butir
ING_000535,MR_228_02,bumbu,gula merah,gula merah,0.5,sendok makan
ING_000536,MR_229_01,bumbu,lada putih,lada putih,1.0,sendok teh
ING_000537,MR_229_01,bumbu,kunjit,kunyit,1.0,ruas jari
ING_000538,MR_229_01,bumbu,sereh,serai,1.0,batang
ING_000539,MR_229_01,bumbu,garam,garam,1.0,sendok makan
ING_000540,MR_229_01,bumbu,terasi,terasi,1.0,sendok teh
ING_000541,MR_229_01,utama,labu,Labu,,
ING_000542,MR_229_01,utama,santan,santan,5.0,gelas
ING_000543,MR_229_02,utama,ajam,ayam,1.0,ekor
ING_000544,MR_229_02,utama,minjak goreng,minyak goreng,2.0,sendok makan
ING_000545,MR_229_02,utama,santan,santan,4.0,gelas
ING_000546,MR_229_02,bumbu,bawang merah,bawang merah,10.0,buah
ING_000547,MR_229_02,bumbu,bawang putih,bawang putih,5.0,siung
ING_000548,MR_229_02,bumbu,kemiri,kemiri,5.0,biji
ING_000549,MR_229_02,bumbu,ketumbar,ketumbar,2.0,sendok teh
ING_000550,MR_229_02,bumbu,kunjit,kunyit,2.0,ruas jari
ING_000551,MR_229_02,bumbu,laos,lengkuas,2.0,potong
ING_000552,MR_229_02,bumbu,gula merah,gula merah,2.0,sendok teh
ING_000553,MR_229_02,bumbu,salam,daun salam,2.0,lembar
ING_000554,MR_229_02,bumbu,garam,garam,1.5,sendok makan
ING_000555,MR_229_03,utama,ikan kembung,ikan kembung,0.5,kilogram
ING_000556,MR_229_03,bumbu,bawang merah,bawang merah,8.0,buah
ING_000557,MR_229_03,bumbu,daun kunjit,daun kunyit,1.0,lembar
ING_000558,MR_230_01,bumbu,lombok merah,cabai merah,15.0,buah
ING_000559,MR_230_01,bumbu,laos,lengkuas,1.0,potong
ING_000560,MR_230_01,bumbu,kunjit,kunyit,0.5,ruas
ING_000561,MR_230_01,bumbu,daun ruku,daun ruku-ruku,4.0,batang
ING_000562,MR_230_01,bumbu,sereh,serai,1.0,batang
ING_000563,MR_230_01,bumbu,asam potong,asam potong,5.0,iris
ING_000564,MR_230_02,utama,daging kambing,daging kambing,0.5,kilogram
ING_000565,MR_230_02,utama,minjak,minyak,4.0,sendok makan
ING_000566,MR_230_02,utama,kelapa,kelapa,1.0,buah
ING_000567,MR_230_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_000568,MR_230_02,bumbu,bawang putih,bawang putih,3.0,siung
ING_000569,MR_230_02,bumbu,lombok merah giling,cabai merah giling,1.0,sendok makan
ING_000570,MR_230_02,bumbu,ketumbar,ketumbar,1.0,sendok makan
ING_000571,MR_230_02,bumbu,djintan,jintan,0.5,sendok teh
ING_000572,MR_230_02,bumbu,tjengkeh,cengkeh,4.0,biji
ING_000573,MR_230_02,bumbu,kapulaga,kapulaga,1.0,buah
ING_000574,MR_230_02,bumbu,kaju manis,kayu manis,2.0,ruas
ING_000575,MR_230_02,bumbu,adas,adas,0.1,sendok teh
ING_000576,MR_230_02,bumbu,kunjit,kunyit,0.5,ruas
ING_000577,MR_230_02,bumbu,djae,jahe,1.0,ruas
ING_000578,MR_230_02,bumbu,asam,asam,3.0,mata
ING_000579,MR_230_02,bumbu,garam,garam,1.0,sendok makan
ING_000580,MR_231_01,utama,bebek,bebek,1.0,ekor
ING_000581,MR_231_01,utama,minjak,minyak,1.5,gelas
ING_000582,MR_231_01,bumbu,bawang merah,bawang merah,1.0,ons
ING_000583,MR_231_01,bumbu,bawang putih,bawang putih,10.0,siung
ING_000584,MR_231_01,bumbu,lombok hidjau,cabai hijau,0.5,kilogram
ING_000585,MR_231_01,bumbu,kemiri,kemiri,4.0,biji
ING_000586,MR_231_01,bumbu,djae,jahe,2.0,ruas
ING_000587,MR_231_01,bumbu,kunjit,kunyit,3.0,ruas
ING_000588,MR_231_01,bumbu,daun kunjit,daun kunyit,1.0,helai
ING_000589,MR_231_01,bumbu,sereh,serai,1.0,batang
ING_000590,MR_231_01,bumbu,garam,garam,6.0,sendok makan
ING_000591,MR_232_01,utama,bebek,bebek,1.0,ekor
ING_000592,MR_232_01,utama,minjak kelapa,minyak kelapa,0.5,botol bir
ING_000593,MR_232_01,bumbu,lombok hidjau,cabai hijau,0.5,kilogram
ING_000594,MR_232_01,bumbu,bawang merah,bawang merah,20.0,buah
ING_000595,MR_232_01,bumbu,djae,jahe,1.0,ruas jari
ING_000596,MR_232_01,bumbu,laos,lengkuas,1.0,iris
ING_000597,MR_232_01,bumbu,daun kunjit,daun kunyit,1.0,helai
ING_000598,MR_232_01,bumbu,kunjit,kunyit,1.0,ruas jari
ING_000599,MR_232_01,bumbu,kemiri,kemiri,6.0,biji
ING_000600,MR_232_01,bumbu,daun sereh,daun serai,0.5,batang
ING_000601,MR_232_01,bumbu,garam,garam,2.0,sendok makan
ING_000602,MR_233_01,utama,batang talas (birah),batang talas (birah),6.0,batang
ING_000603,MR_233_01,utama,kelapa,kelapa,0.5,butir
ING_000604,MR_233_01,utama,ajam,ayam,6.0,potong
ING_000605,MR_233_01,bumbu,bawang merah,bawang merah,3.0,buah
ING_000606,MR_233_01,bumbu,bawang putih,bawang putih,2.0,siung
ING_000607,MR_233_01,bumbu,lombok merah giling,cabai merah giling,1.0,sendok makan
ING_000608,MR_233_01,bumbu,kunijt,kunyit,1.0,iris
ING_000609,MR_233_01,bumbu,djae,jahe,1.0,iris
ING_000610,MR_233_01,bumbu,garam,garam,0.5,sendok makan
ING_000611,MR_233_02,utama,daun singkong,daun singkong,2.0,ikat
ING_000612,MR_233_02,utama,kelapa,kelapa,0.5,butir
ING_000613,MR_233_02,utama,daging/tulang,daging atau tulang,1.0,ons
ING_000614,MR_233_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_000615,MR_233_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_000616,MR_233_02,bumbu,laos,lengkuas,1.0,potong
ING_000617,MR_233_02,bumbu,kunijt,kunyit,1.0,ruas jari
ING_000618,MR_233_02,bumbu,djae,jahe,1.0,ruas jari
ING_000619,MR_233_02,bumbu,daun salam,daun salam,2.0,lembar
ING_000620,MR_233_02,bumbu,gula merah,gula merah,1.0,sendok makan
ING_000621,MR_233_02,bumbu,garam,garam,1.0,sendok makan
ING_000622,MR_234_01,Bahan utama,daun ubi kaju,daun ubi kayu,1.0,ikat
ING_000623,MR_234_01,Bahan utama,daging (udang kering),daging (udang kering),1.0,ons
ING_000624,MR_234_01,Bahan utama,rimbang,rimbang,1.0,genggam
ING_000625,MR_234_01,Bahan utama,kelapa,kelapa,1.0,butir
ING_000626,MR_234_01,Bahan utama,rebung,rebung,1.0,potong
ING_000627,MR_234_01,Bumbu,bawang merah,bawang merah,5.0,buah
ING_000628,MR_234_01,Bumbu,lombok merah,cabai merah,10.0,buah
ING_000629,MR_234_01,Bumbu,sereh,serai,1.0,batang
ING_000630,MR_234_01,Bumbu,laos,lengkuas,1.0,potong
ING_000631,MR_234_01,Bumbu,kunjit,kunyit,2.0,ruas jari
ING_000632,MR_234_01,Bumbu,djae,jahe,2.0,ruas jari
ING_000633,MR_234_01,Bumbu,daun kunjit,daun kunyit,1.0,lembar
ING_000634,MR_234_01,Bumbu,asam djawa,asam jawa,4.0,mata
ING_000635,MR_234_01,Bumbu,garam,garam,0.5,sendok makan
ING_000636,MR_234_02,Bahan utama,ekor sapi,ekor sapi,1.0,potong
ING_000637,MR_234_02,Bahan utama,kelapa,kelapa,1.0,butir
ING_000638,MR_234_02,Bumbu,bawang merah,bawang merah,10.0,buah
ING_000639,MR_234_02,Bumbu,bawang putih,bawang putih,4.0,siung
ING_000640,MR_234_02,Bumbu,lombok merah,cabai merah,30.0,buah
ING_000641,MR_234_02,Bumbu,laos,lengkuas,1.0,potong
ING_000642,MR_234_02,Bumbu,garam,garam,2.0,sendok makan
ING_000643,MR_234_02,bahan_utama_dan_pelengkap,santan,santan,5.0,gelas
ING_000644,MR_234_02,bahan_utama_dan_pelengkap,ekor sapi,ekor sapi,,
ING_000645,MR_235_02,utama,ikan tongkol,ikan tongkol,0.5,kilogram
ING_000646,MR_235_02,utama,minjak,minyak,4.0,sendok makan
ING_000647,MR_235_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_000648,MR_235_02,bumbu,bawang putih,bawang putih,5.0,siung
ING_000649,MR_235_02,bumbu,lombok rawit,cabai rawit,5.0,buah
ING_000650,MR_235_02,bumbu,ketumbar,ketumbar,0.5,sendok teh
ING_000651,MR_235_02,bumbu,lada,lada,6.0,biji
ING_000652,MR_235_02,bumbu,kunjit bubuk,kunyit bubuk,0.5,sendok teh
ING_000653,MR_235_02,bumbu,asam,asam,3.0,mata
ING_000654,MR_235_02,bumbu,belimbing wuluh,belimbing wuluh,5.0,buah
ING_000655,MR_235_02,bumbu,djeruk nipis,jeruk nipis,1.0,buah
ING_000656,MR_235_02,bumbu,garam,garam,2.0,sendok makan
ING_000657,MR_235_03,utama,"daging, usus, babat, paru, hati, gemuk","daging, usus, babat, paru, hati, lemak",0.5,kilogram
ING_000658,MR_236_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_000659,MR_236_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_000660,MR_236_01,bumbu,lombok merah giling,cabai merah giling,2.0,sendok makan
ING_000661,MR_236_01,bumbu,lada,lada,5.0,biji
ING_000662,MR_236_01,bumbu,kunjit,kunyit,1.0,ruas
ING_000663,MR_236_01,bumbu,djae,jahe,1.0,ruas
ING_000664,MR_236_01,bumbu,laos,lengkuas,1.0,iris
ING_000665,MR_236_01,bumbu,daun kunir,daun kunyit,0.5,lembar
ING_000666,MR_236_01,bumbu,daun djeruk purut,daun jeruk purut,2.0,lembar
ING_000667,MR_236_01,bumbu,garam,garam,1.0,sendok makan
ING_000668,MR_236_02,utama,katak hidjau,katak hijau,1.0,kilogram
ING_000669,MR_236_02,utama,kelapa,kelapa,0.5,butir
ING_000670,MR_236_02,utama,minjak kelapa,minyak kelapa,5.0,sendok makan
ING_000671,MR_236_02,bumbu,bawang merah,bawang merah,5.0,buah
ING_000672,MR_236_02,bumbu,bawang putih,bawang putih,2.0,siung
ING_000673,MR_236_02,bumbu,lombok merah,cabai merah,5.0,buah
ING_000674,MR_236_02,bumbu,kemiri,kemiri,10.0,biji
ING_000675,MR_236_02,bumbu,ketumbar,ketumbar,1.0,sendok teh
ING_000676,MR_236_02,bumbu,lada,lada,1.0,sendok teh
ING_000677,MR_236_02,bumbu,kunjit,kunyit,0.5,ruas
ING_000678,MR_236_02,bumbu,djae,jahe,0.5,ruas
ING_000679,MR_236_02,bumbu,laos,lengkuas,1.0,potong
ING_000680,MR_236_02,bumbu,salam,daun salam,1.0,lembar
ING_000681,MR_236_02,bumbu,sereh,serai,1.0,batang
ING_000682,MR_236_02,bumbu,asam,asam jawa,2.0,mata
ING_000683,MR_236_02,bumbu,garam,garam,1.0,sendok makan
ING_000684,MR_237_01,utama,sungsum kambing/sapi,sumsum kambing/sapi,0.5,kilogram
ING_000685,MR_237_01,utama,katjang hidjau,kacang hijau,0.5,liter
ING_000686,MR_237_01,bumbu,bawang timur,bawang merah,1.0,buah
ING_000687,MR_237_01,bumbu,bawang putih,bawang putih,5.0,siung
ING_000688,MR_237_01,bumbu,bumbu arab,bumbu arab,1.0,sendok makan
ING_000689,MR_237_01,bumbu,garam,garam,0.5,sendok makan
ING_000690,MR_237_01,bumbu,saus tomat,saus tomat,4.0,sendok makan
ING_000691,MR_237_01,bumbu,margarine,margarin,3.0,sendok makan
ING_000692,MR_237_02,utama,ikan kaju,ikan kayu,0.25,kilogram
ING_000693,MR_237_02,utama,daun turi,daun turi,1.0,ikat
ING_000694,MR_237_02,utama,adas,adas,1.0,sendok teh
ING_000695,MR_237_02,utama,kelapa,kelapa,1.0,butir
ING_000696,MR_237_02,utama,sereh,serai,2.0,batang
ING_000697,MR_237_02,utama,asam sunti,asam sunti,0.25,gelas
ING_000698,MR_237_02,bumbu,bawang putih,bawang putih,10.0,siung
ING_000699,MR_237_02,bumbu,lombok hidjau,cabai hijau,15.0,buah
ING_000700,MR_237_02,bumbu,lombok rawit,cabai rawit,10.0,buah
ING_000701,MR_237_02,bumbu,kapulaga,kapulaga,1.0,buah
ING_000702,MR_237_02,bumbu,belimbing wuluh,belimbing wuluh,4.0,biji
ING_000703,MR_237_02,bumbu,djinten,jintan,0.5,sendok teh
ING_000704,MR_237_02,bumbu,ketumbar,ketumbar,1.0,sendok makan
ING_000705,MR_238_01,Bahan Utama,kentang,kentang,1.0,kilogram
ING_000706,MR_238_01,Bahan Utama,telur,telur,3.0,butir
ING_000707,MR_238_01,Bahan Utama,kelapa,kelapa,1.0,butir
ING_000708,MR_238_01,Bumbu,bawang merah,bawang merah,8.0,buah
ING_000709,MR_238_01,Bumbu,bawang putih,bawang putih,3.0,siung
ING_000710,MR_238_01,Bumbu,lombok merah,cabai merah,15.0,buah
ING_000711,MR_238_01,Bumbu,laos,lengkuas,1.0,potong
ING_000712,MR_238_01,Bumbu,djae,jahe,1.0,ruas
ING_000713,MR_238_01,Bumbu,kunjit,kunyit,0.5,ruas
ING_000714,MR_238_01,Bumbu,sereh,serai,1.0,batang
ING_000715,MR_238_01,Bumbu,garam,garam,2.0,sendok makan
ING_000716,MR_239_01,bahan_utama,rebung,rebung,1.0,potong
ING_000717,MR_239_01,bahan_utama,kerupuk djangot,kerupuk jenggot,1.0,rantang
ING_000718,MR_239_01,bahan_utama,kelapa,kelapa,1.0,butir
ING_000719,MR_239_01,bumbu,bawang merah,bawang merah,8.0,buah
ING_000720,MR_239_01,bumbu,djae,jahe,1.0,ruas jari
ING_000721,MR_239_01,bumbu,daun salam,daun salam,2.0,lembar
ING_000722,MR_239_01,bumbu,lombok merah,cabai merah,12.0,biji
ING_000723,MR_239_01,bumbu,garam,garam,1.0,sendok makan
ING_000724,MR_239_02,bahan_utama,kol,kol,0.5,buah
ING_000725,MR_239_02,bahan_utama,kelapa,kelapa,0.25,butir
ING_000726,MR_239_02,bahan_utama,buntjis,buncis,2.0,ons
ING_000727,MR_239_02,bumbu,bawang merah,bawang merah,3.0,buah
ING_000728,MR_239_02,bumbu,kelapa,kelapa,2.0,buah
ING_000729,MR_239_02,bumbu,djae,jahe,1.0,iris
ING_000730,MR_239_02,bumbu,laos,lengkuas,1.0,iris
ING_000731,MR_239_02,bumbu,daun salam,daun salam,2.0,lembar
ING_000732,MR_239_02,bumbu,garam,garam,0.5,sendok makan
ING_000733,MR_240_01,utama,daging kambing,daging kambing,0.5,kilogram
ING_000734,MR_240_01,utama,minyak goreng,minyak goreng,1.0,sendok makan
ING_000735,MR_240_01,utama,kelapa,kelapa,1.0,butir
ING_000736,MR_240_01,bumbu,bawang merah,bawang merah,5.0,buah
ING_000737,MR_240_01,bumbu,bawang putih,bawang putih,3.0,siung
ING_000738,MR_240_01,bumbu,ketumbar,ketumbar,1.0,sendok makan
ING_000739,MR_240_01,bumbu,djintan,jintan,0.5,sendok teh
ING_000740,MR_240_01,bumbu,kapulaga,kapulaga,1.0,buah
ING_000741,MR_240_01,bumbu,adas,adas,,ujung sendok teh
ING_000742,MR_240_01,bumbu,garam,garam,2.0,sendok makan
ING_000743,MR_240_01,bumbu,lada,lada,5.0,biji
ING_000744,MR_240_01,bumbu,pala,pala,,ujung sendok teh
ING_000745,MR_240_01,bumbu,djae,jahe,1.0,ruas jari
ING_000746,MR_240_01,bumbu,laos,lengkuas,1.0,ruas jari
ING_000747,MR_240_01,bumbu,asam,asam,3.0,mata
ING_000748,MR_240_01,bumbu,tjengkeh,cengkeh,4.0,biji
ING_000749,MR_240_01,bumbu,kaju manis,kayu manis,2.0,ruas jari
ING_000750,MR_240_02,utama,daging kambing,daging kambing,1.0,kilogram
ING_000751,MR_240_02,utama,santan kental,santan kental,7.0,gelas
ING_000752,MR_240_02,utama,kentang,kentang,2.0,buah
ING_000753,MR_240_02,utama,mentega,mentega,2.0,sendok makan
ING_000754,MR_241_01,Bumbu,bawang merah,bawang merah,15.0,buah
ING_000755,MR_241_01,Bumbu,bawang putih,bawang putih,4.0,siung
ING_000756,MR_241_01,Bumbu,lada putih,lada putih,0.5,sendok makan
ING_000757,MR_241_01,Bumbu,ketumbar,ketumbar,1.0,sendok makan
ING_000758,MR_241_01,Bumbu,djinten,jintan,0.5,sendok teh
ING_000759,MR_241_01,Bumbu,pala halus,pala halus,4.0,sendok teh
ING_000760,MR_241_01,Bumbu,adas,adas,0.5,sendok teh
ING_000761,MR_241_01,Bumbu,kuskus,kuskus,4.0,sendok teh
ING_000762,MR_241_01,Bumbu,tjengkeh,cengkeh,4.0,biji
ING_000763,MR_241_01,Bumbu,djae,jahe,1.0,potong
ING_000764,MR_241_01,Bumbu,asam,asam jawa,0.5,sendok makan
ING_000765,MR_241_01,Bumbu,tomat,tomat,2.0,buah
ING_000766,MR_241_01,Bumbu,garam,garam,2.0,sendok makan
ING_000767,MR_241_01,Utama (Inferred from Instructions),daging,daging,,secukupnya
ING_000768,MR_241_01,Utama (Inferred from Instructions),kentang,kentang,,secukupnya
ING_000769,MR_241_01,Utama (Inferred from Instructions),mentega,mentega,,secukupnya
ING_000770,MR_241_01,Utama (Inferred from Instructions),santan kental,santan kental,,secukupnya
